transaction_id,customer_id,transaction_type,transaction_amount,transaction_currency,transaction_date,channel,country,alert_flag,source_system
tran1d125,cust125,TRANSFER,2240,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d126,cust126,TRANSFER,2250,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d127,cust127,TRANSFER,2260,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d128,cust128,TRANSFER,2270,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d129,cust129,TRANSFER,2280,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d130,cust130,TRANSFER,2290,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d131,cust131,TRANSFER,2300,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d132,cust132,TRANSFER,2310,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d133,cust133,TRANSFER,2320,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d134,cust134,TRANSFER,2330,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d135,cust135,TRANSFER,2340,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d136,cust136,TRANSFER,2350,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d137,cust137,TRANSFER,2360,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d138,cust138,TRANSFER,2370,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d139,cust139,TRANSFER,2380,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d140,cust140,TRANSFER,2390,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d141,cust141,TRANSFER,2400,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d142,cust142,TRANSFER,2410,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d143,cust143,TRANSFER,2420,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d144,cust144,TRANSFER,2430,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d145,cust145,TRANSFER,2440,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d146,cust146,TRANSFER,2450,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d147,cust147,TRANSFER,2460,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d148,cust148,TRANSFER,2470,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d149,cust149,TRANSFER,2480,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d150,cust150,TRANSFER,2490,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d151,cust151,TRANSFER,2500,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d152,cust152,TRANSFER,2510,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d153,cust153,TRANSFER,2520,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d154,cust154,TRANSFER,2530,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d155,cust155,TRANSFER,2540,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d156,cust156,TRANSFER,2550,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d157,cust157,TRANSFER,2560,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d158,cust158,TRANSFER,2570,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d159,cust159,TRANSFER,2580,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d160,cust160,TRANSFER,2590,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d161,cust161,TRANSFER,2600,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d162,cust162,TRANSFER,2610,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d163,cust163,TRANSFER,2620,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d164,cust164,TRANSFER,2630,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d165,cust165,TRANSFER,2640,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d166,cust166,TRANSFER,2650,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d167,cust167,TRANSFER,2660,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d168,cust168,TRANSFER,2670,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d169,cust169,TRANSFER,2680,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d170,cust170,TRANSFER,2690,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d171,cust171,TRANSFER,2700,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d172,cust172,TRANSFER,2710,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d173,cust173,TRANSFER,2720,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d174,cust174,TRANSFER,2730,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d175,cust175,TRANSFER,2740,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d176,cust176,TRANSFER,2750,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d177,cust177,TRANSFER,2760,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d178,cust178,TRANSFER,2770,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d179,cust179,TRANSFER,2780,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d180,cust180,TRANSFER,2790,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d181,cust181,TRANSFER,2800,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d182,cust182,TRANSFER,2810,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d183,cust183,TRANSFER,2820,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d184,cust184,TRANSFER,2830,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d185,cust185,TRANSFER,2840,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d186,cust186,TRANSFER,2850,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d187,cust187,TRANSFER,2860,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d188,cust188,TRANSFER,2870,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d189,cust189,TRANSFER,2880,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d190,cust190,TRANSFER,2890,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d191,cust191,TRANSFER,2900,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d192,cust192,TRANSFER,2910,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d193,cust193,TRANSFER,2920,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d194,cust194,TRANSFER,2930,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d195,cust195,TRANSFER,2940,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d196,cust196,TRANSFER,2950,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d197,cust197,TRANSFER,2960,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d198,cust198,TRANSFER,2970,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d199,cust199,TRANSFER,2980,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d200,cust200,TRANSFER,2990,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d201,cust201,TRANSFER,3000,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d202,cust202,TRANSFER,3010,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d203,cust203,TRANSFER,3020,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d204,cust204,TRANSFER,3030,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d205,cust205,TRANSFER,3040,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d206,cust206,TRANSFER,3050,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d207,cust207,TRANSFER,3060,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d208,cust208,TRANSFER,3070,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d209,cust209,TRANSFER,3080,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d210,cust210,TRANSFER,3090,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d211,cust211,TRANSFER,3100,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d212,cust212,TRANSFER,3110,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d213,cust213,TRANSFER,3120,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d214,cust214,TRANSFER,3130,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d215,cust215,TRANSFER,3140,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d216,cust216,TRANSFER,3150,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d217,cust217,TRANSFER,3160,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d218,cust218,TRANSFER,3170,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d219,cust219,TRANSFER,3180,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d220,cust220,TRANSFER,3190,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d221,cust221,TRANSFER,3200,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d222,cust222,TRANSFER,3210,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d223,cust223,TRANSFER,3220,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d224,cust224,TRANSFER,3230,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d225,cust225,TRANSFER,3240,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d226,cust226,TRANSFER,3250,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d227,cust227,TRANSFER,3260,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d228,cust228,TRANSFER,3270,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d229,cust229,TRANSFER,3280,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d230,cust230,TRANSFER,3290,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d231,cust231,TRANSFER,3300,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d232,cust232,TRANSFER,3310,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d233,cust233,TRANSFER,3320,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d234,cust234,TRANSFER,3330,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d235,cust235,TRANSFER,3340,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d236,cust236,TRANSFER,3350,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d237,cust237,TRANSFER,3360,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d238,cust238,TRANSFER,3370,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d239,cust239,TRANSFER,3380,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d240,cust240,TRANSFER,3390,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d241,cust241,TRANSFER,3400,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d242,cust242,TRANSFER,3410,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d243,cust243,TRANSFER,3420,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d244,cust244,TRANSFER,3430,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d245,cust245,TRANSFER,3440,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d246,cust246,TRANSFER,3450,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d247,cust247,TRANSFER,3460,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d248,cust248,TRANSFER,3470,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d249,cust249,TRANSFER,3480,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d250,cust250,TRANSFER,3490,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d251,cust251,TRANSFER,3500,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d252,cust252,TRANSFER,3510,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d253,cust253,TRANSFER,3520,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d254,cust254,TRANSFER,3530,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d255,cust255,TRANSFER,3540,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d256,cust256,TRANSFER,3550,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d257,cust257,TRANSFER,3560,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d258,cust258,TRANSFER,3570,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d259,cust259,TRANSFER,3580,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d260,cust260,TRANSFER,3590,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d261,cust261,TRANSFER,3600,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d262,cust262,TRANSFER,3610,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d263,cust263,TRANSFER,3620,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d264,cust264,TRANSFER,3630,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d265,cust265,TRANSFER,3640,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d266,cust266,TRANSFER,3650,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d267,cust267,TRANSFER,3660,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d268,cust268,TRANSFER,3670,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d269,cust269,TRANSFER,3680,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d270,cust270,TRANSFER,3690,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d271,cust271,TRANSFER,3700,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d272,cust272,TRANSFER,3710,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d273,cust273,TRANSFER,3720,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d274,cust274,TRANSFER,3730,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d275,cust275,TRANSFER,3740,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d276,cust276,TRANSFER,3750,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d277,cust277,TRANSFER,3760,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
