customer_id,customer_name,country,risk_rating,kyc_status,customer_type,onboarding_channel
cust57,Customer_57,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust58,Customer_58,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust59,Customer_59,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust60,Customer_60,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust61,Customer_61,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust62,Customer_62,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust63,Customer_63,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust64,Customer_64,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust65,Customer_65,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust66,Customer_66,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust67,Customer_67,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust68,Customer_68,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust69,Customer_69,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust70,Customer_70,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust71,Customer_71,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust72,Customer_72,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust73,Customer_73,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust74,Customer_74,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust75,Customer_75,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust76,Customer_76,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust77,Customer_77,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust78,Customer_78,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust79,Customer_79,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust80,Customer_80,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust81,Customer_81,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust82,Customer_82,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust83,Customer_83,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust84,Customer_84,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust85,Customer_85,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust86,Customer_86,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust87,Customer_87,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust88,Customer_88,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust89,Customer_89,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust90,Customer_90,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust91,Customer_91,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust92,Customer_92,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust93,Customer_93,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust94,Customer_94,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust95,Customer_95,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust96,Customer_96,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust97,Customer_97,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust98,Customer_98,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust99,Customer_99,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust100,Customer_100,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust101,Customer_1,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust102,Customer_2,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust103,Customer_3,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust104,Customer_4,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust105,Customer_5,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust106,Customer_6,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust107,Customer_7,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust108,Customer_8,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust109,Customer_9,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust110,Customer_10,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust111,Customer_11,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust112,Customer_12,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust113,Customer_13,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust114,Customer_14,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust115,Customer_15,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust116,Customer_16,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust117,Customer_17,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust118,Customer_18,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust119,Customer_19,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust120,Customer_20,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust121,Customer_21,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust122,Customer_22,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust123,Customer_23,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust124,Customer_24,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust125,Customer_25,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust126,Customer_26,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust127,Customer_27,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust128,Customer_28,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust129,Customer_29,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust130,Customer_30,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust131,Customer_31,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust132,Customer_32,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust133,Customer_33,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust134,Customer_34,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust135,Customer_35,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust136,Customer_36,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust137,Customer_37,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust138,Customer_38,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust139,Customer_39,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust140,Customer_40,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust141,Customer_41,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust142,Customer_42,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust143,Customer_43,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust144,Customer_44,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust145,Customer_45,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust146,Customer_46,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust147,Customer_47,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust148,Customer_48,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust149,Customer_49,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust150,Customer_50,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust151,Customer_51,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust152,Customer_52,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust153,Customer_53,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust154,Customer_54,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust155,Customer_55,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust156,Customer_56,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust157,Customer_57,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust158,Customer_58,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust159,Customer_59,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust160,Customer_60,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust161,Customer_61,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust162,Customer_62,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust163,Customer_63,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust164,Customer_64,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust165,Customer_65,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust166,Customer_66,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust167,Customer_67,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust168,Customer_68,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust169,Customer_69,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust170,Customer_70,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust171,Customer_71,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust172,Customer_72,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust173,Customer_73,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust174,Customer_74,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust175,Customer_75,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust176,Customer_76,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust177,Customer_77,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust178,Customer_78,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust179,Customer_79,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust180,Customer_80,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust181,Customer_81,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust182,Customer_82,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust183,Customer_83,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust184,Customer_84,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust185,Customer_85,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust186,Customer_86,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust187,Customer_87,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust188,Customer_88,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust189,Customer_89,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust190,Customer_90,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust191,Customer_91,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust192,Customer_92,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust193,Customer_93,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust194,Customer_94,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust195,Customer_95,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust196,Customer_96,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust197,Customer_97,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust198,Customer_98,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust199,Customer_99,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust200,Customer_100,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust201,Customer_1,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust202,Customer_2,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust203,Customer_3,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust204,Customer_4,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust205,Customer_5,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust206,Customer_6,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust207,Customer_7,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust208,Customer_8,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust209,Customer_9,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust210,Customer_10,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust211,Customer_11,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust212,Customer_12,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust213,Customer_13,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust214,Customer_14,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust215,Customer_15,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust216,Customer_16,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust217,Customer_17,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust218,Customer_18,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust219,Customer_19,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust220,Customer_20,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust221,Customer_21,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust222,Customer_22,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust223,Customer_23,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust224,Customer_24,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust225,Customer_25,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust226,Customer_26,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust227,Customer_27,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust228,Customer_28,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust229,Customer_29,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust230,Customer_30,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust231,Customer_31,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust232,Customer_32,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust233,Customer_33,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust234,Customer_34,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust235,Customer_35,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust236,Customer_36,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust237,Customer_37,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust238,Customer_38,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust239,Customer_39,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust240,Customer_40,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust241,Customer_41,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust242,Customer_42,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust243,Customer_43,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust244,Customer_44,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust245,Customer_45,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust246,Customer_46,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust247,Customer_47,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust248,Customer_48,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust249,Customer_49,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust250,Customer_50,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust251,Customer_51,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust252,Customer_52,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust253,Customer_53,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust254,Customer_54,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust255,Customer_55,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust256,Customer_56,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust257,Customer_57,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust258,Customer_58,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust259,Customer_59,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust260,Customer_60,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust261,Customer_61,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust262,Customer_62,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust263,Customer_63,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust264,Customer_64,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust265,Customer_65,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust266,Customer_66,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust267,Customer_67,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust268,Customer_68,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust269,Customer_69,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust270,Customer_70,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust271,Customer_71,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust272,Customer_72,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust273,Customer_73,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust274,Customer_74,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust275,Customer_75,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust276,Customer_76,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust277,Customer_77,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust278,Customer_78,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust279,Customer_79,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust280,Customer_80,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust281,Customer_81,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust282,Customer_82,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust283,Customer_83,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust284,Customer_84,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust285,Customer_85,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust286,Customer_86,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust287,Customer_87,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust288,Customer_88,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust289,Customer_89,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust290,Customer_90,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust291,Customer_91,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust292,Customer_92,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust293,Customer_93,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust294,Customer_94,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust295,Customer_95,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust296,Customer_96,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust297,Customer_97,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust298,Customer_98,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust299,Customer_99,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust300,Customer_100,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust301,Customer_1,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust302,Customer_2,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust303,Customer_3,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust304,Customer_4,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust305,Customer_5,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust306,Customer_6,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust307,Customer_7,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust308,Customer_8,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust309,Customer_9,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust310,Customer_10,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust311,Customer_11,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust312,Customer_12,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust313,Customer_13,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust314,Customer_14,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust315,Customer_15,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust316,Customer_16,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust317,Customer_17,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust318,Customer_18,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust319,Customer_19,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust320,Customer_20,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust321,Customer_21,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust322,Customer_22,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust323,Customer_23,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust324,Customer_24,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust325,Customer_25,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust326,Customer_26,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust327,Customer_27,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust328,Customer_28,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust329,Customer_29,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust330,Customer_30,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust331,Customer_31,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust332,Customer_32,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust333,Customer_33,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust334,Customer_34,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust335,Customer_35,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust336,Customer_36,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
